학교구분,학교명,본분교,지역,설립구분,도로명주소,지번주소,위도,경도,학교개교일
대학원,국립창원대학교 대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,1988-03-01
대학원,국립창원대학교 경영대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,1997-03-01
대학원,국립창원대학교 교육대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,1994-03-01
대학원,국립창원대학교 노동대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,1999-11-02
대학원,국립창원대학교 보건대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,2010-12-06
대학원,국립창원대학교 사회복지대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,2010-03-01
대학원,국립창원대학교 행정대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,1997-03-01
대학원,국립창원대학교 그린에너지대학원,본교,경남,국립,경상남도 창원시 의창구 창원대학로 20,경상남도 창원시 의창구 퇴촌동 69,35.24700312,128.6919277,2010-03-01
대학원,충남대학교 대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,1957-04-04
대학원,충남대학교 경영대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,1970-03-01
대학원,충남대학교 교육대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,1975-03-10
대학원,충남대학교 보건대학원,본교,대전,국립,대전광역시 중구 문화로 266,대전광역시 중구 문화동 6,36.31631924,127.4138007,1988-11-30
대학원,충남대학교 산업대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,1989-12-30
대학원,충남대학교 특허법무대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2000-03-01
대학원,충남대학교 행정대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,1981-11-25
대학원,충남대학교 법학전문대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2009-03-01
대학원,충남대학교 평화안보대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2002-03-01
대학원,충남대학교 의학전문대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2009-03-01
대학원,충남대학교 분석과학기술대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2009-03-01
대학원,충남대학교 녹색에너지기술전문대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2010-03-02
대학원,충남대학교 신약전문대학원,본교,대전,국립,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420015,2010-03-02
대학원,충북대학교 대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1968-01-10
대학원,충북대학교 경영대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1991-11-15
대학원,충북대학교 교육대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1975-03-10
대학원,충북대학교 법무대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1996-11-04
대학원,충북대학교 산업대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1989-11-06
대학원,충북대학교 행정대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,1987-11-09
대학원,충북대학교 법학전문대학원,본교,충북,국립,충청북도 청주시 서원구 충대로 1,충청북도 청주시 서원구 개신동 12,36.63003782,127.4547916,2009-03-01
대학원,한국교원대학교 대학원,본교,충북,국립,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도 청주시 흥덕구 강내면 다락리 산 7,36.6056652,127.3573247,1986-03-05
대학원,한국교원대학교 교육대학원,본교,충북,국립,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도 청주시 흥덕구 강내면 다락리 산 7,36.6056652,127.3573247,1997-03-01
대학원,한국교원대학교 교육정책전문대학원,본교,충북,국립,충청북도 청주시 흥덕구 강내면 태성탑연로 250,충청북도 청주시 흥덕구 강내면 다락리 산 7,36.6056652,127.3573247,2009-03-01
대학원,한국체육대학교 대학원,본교,서울,국립,서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,37.51990463,127.1320005,1982-03-01
대학원,한국체육대학교 교육대학원,본교,서울,국립,서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,37.51990463,127.1320005,2000-03-01
대학원,한국체육대학교 사회체육대학원,본교,서울,국립,서울특별시 송파구 양재대로 1239,서울특별시 송파구 방이동 88-15,37.51990463,127.1320005,1991-03-01
대학원,국립한국해양대학교 대학원,본교,부산,국립,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,35.07440796,129.0873481,1960-04-16
대학원,국립한국해양대학교 교육대학원,본교,부산,국립,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,35.07440796,129.0873481,2004-10-03
대학원,국립한국해양대학교 해사산업대학원,본교,부산,국립,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,35.07440796,129.0873481,1988-11-30
대학원,국립한국해양대학교 해양관리기술대학원,본교,부산,국립,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,35.07440796,129.0873481,1999-11-02
대학원,국립한국교통대학교 대학원,본교,충북,국립,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123,36.9688467,127.8727694,2010-03-01
대학원,국립한국교통대학교 경영행정대학원,본교,충북,국립,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123,36.9688467,127.8727694,2004-03-01
대학원,국립한국교통대학교 교육대학원,본교,충북,국립,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123,36.9688467,127.8727694,2012-03-01
대학원,국립한국교통대학교 인문대학원,본교,충북,국립,충청북도 충주시 대소원면 대학로 50,충청북도 충주시 대소원면 검단리 123,36.9688467,127.8727694,2004-03-01
대학원,경남과학기술대학교 대학원,본교,경남,국립,경상남도 진주시 동진로 33,경상남도 진주시 칠암동 150-1,35.17926588,128.0920809,2011-03-01
대학원,경남과학기술대학교 창업대학원,본교,경남,국립,경상남도 진주시 동진로 33,경상남도 진주시 칠암동 150-1,35.17926588,128.0920809,2011-01-01
대학원,서울과학기술대학교 일반대학원,본교,서울,국립,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,37.63307893,127.0767947,2012-03-01
대학원,서울과학기술대학교 산업대학원,본교,서울,국립,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,37.63307893,127.0767947,2012-03-01
대학원,서울과학기술대학교 철도전문대학원,본교,서울,국립,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,37.63307893,127.0767947,2012-03-01
대학원,서울과학기술대학교 IT정책전문대학원,본교,서울,국립,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,37.63307893,127.0767947,2012-03-01
대학원,서울과학기술대학교 에너지환경대학원,본교,서울,국립,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,37.63307893,127.0767947,2012-03-01
대학원,한경국립대학교 일반대학원,본교,경기,국립,경기도 안성시 중앙로 327,경기도 안성시 석정동 55,37.01020238,127.2637664,1939-04-15
대학원,한경국립대학교 산업대학원,본교,경기,국립,경기도 안성시 중앙로 327,경기도 안성시 석정동 55,37.01020238,127.2637664,1996-03-01
대학원,한경국립대학교 국제개발협력대학원,본교,경기,국립,경기도 안성시 중앙로 327,경기도 안성시 석정동 55,37.01020238,127.2637664,2011-03-29
대학원,국립한밭대학교 일반대학원,본교,대전,국립,대전광역시 유성구 동서대로 125,대전광역시 유성구 덕명동 16-1,36.34526854,127.3052522,2012-03-01
대학원,국립한밭대학교 산업대학원,본교,대전,국립,대전광역시 유성구 동서대로 125,대전광역시 유성구 덕명동 16-1,36.34526854,127.3052522,2012-03-01
대학원,국립한밭대학교 정보통신전문대학원,본교,대전,국립,대전광역시 유성구 동서대로 125,대전광역시 유성구 덕명동 16-1,36.34526854,127.3052522,2012-03-01
대학원,국립한밭대학교 창업경영대학원,본교,대전,국립,대전광역시 유성구 동서대로 125,대전광역시 유성구 덕명동 16-1,36.34526854,127.3052522,2012-03-01
대학원,서울시립대학교 대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,1980-11-24
대학원,서울시립대학교 경영대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,1989-11-06
대학원,서울시립대학교 교육대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,2000-03-01
대학원,서울시립대학교 과학기술대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,1990-11-08
대학원,서울시립대학교 디자인전문대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,2004-03-01
대학원,서울시립대학교 도시과학대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,1986-11-25
대학원,서울시립대학교 법학전문대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,2009-03-01
대학원,서울시립대학교 세무전문대학원,본교,서울,공립,서울특별시 동대문구 서울시립대로 163,서울특별시 동대문구 전농동 694,37.58257758,127.0599881,2000-03-01
대학원,가톨릭대학교 일반대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,1995-03-01
대학원,가톨릭대학교 일반대학원,제3캠퍼스,서울,사립,서울특별시 종로구 창경궁로 296-12,서울특별시 종로구 혜화동 90-1,37.58490098,127.0047707,1995-03-01
대학원,가톨릭대학교 대학원,본교,경기,사립,경기도 부천시 원미구 지봉로 43,경기도 부천시 원미구 역곡동 산 43-1,37.48753137,126.7986015,1995-03-01
대학원,가톨릭대학교 경영대학원,본교,경기,사립,경기도 부천시 원미구 지봉로 43,경기도 부천시 원미구 역곡동 산 43-1,37.48753137,126.7986015,2003-03-01
대학원,가톨릭대학교 교육대학원,본교,경기,사립,경기도 부천시 원미구 지봉로 43,경기도 부천시 원미구 역곡동 산 43-1,37.48753137,126.7986015,1997-11-01
대학원,가톨릭대학교 교회음악대학원,제3캠퍼스,서울,사립,서울특별시 종로구 창경궁로 296-12,서울특별시 종로구 혜화동 90-1,37.58490098,127.0047707,2003-03-01
대학원,가톨릭대학교 보건대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,1991-03-01
대학원,가톨릭대학교 사회복지대학원,본교,경기,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,1995-10-01
대학원,가톨릭대학교 행정대학원,본교,경기,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,2000-07-18
대학원,가톨릭대학교 의료경영대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,1997-10-25
대학원,가톨릭대학교 임상치과학대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,2000-07-18
대학원,가톨릭대학교 임상간호대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,2002-03-01
대학원,가톨릭대학교 문화영성대학원,본교,경기,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,2003-03-01
대학원,가톨릭대학교 상담심리대학원,본교,경기,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,1996-11-02
대학원,가톨릭대학교 의학전문대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,2009-03-01
대학원,가톨릭대학교 생명대학원,제2캠퍼스,서울,사립,서울특별시 서초구 반포대로 222,서울특별시 서초구 반포동 505,37.50239362,127.0058606,2008-03-01
대학원,감리교신학대학교 대학원,본교,서울,사립,서울특별시 서대문구 독립문로 56,서울특별시 서대문구 냉천동 31,37.56791676,126.9618924,1971-01-23
대학원,감리교신학대학교 목회신학대학원,본교,서울,사립,서울특별시 서대문구 독립문로 56,서울특별시 서대문구 냉천동 31,37.56791676,126.9618924,1997-10-25
대학원,감리교신학대학교 신학대학원,본교,서울,사립,서울특별시 서대문구 독립문로 56,서울특별시 서대문구 냉천동 31,37.56791676,126.9618924,1980-11-24
대학원,강남대학교 대학원,본교,경기,사립,경기도 용인시 기흥구 강남로 40,경기도 용인시 기흥구 구갈동 111,37.27412539,127.1320999,1994-12-22
대학원,강남대학교 교육대학원,본교,경기,사립,경기도 용인시 기흥구 강남로 40,경기도 용인시 기흥구 구갈동 111,37.27412539,127.1320999,1999-11-19
대학원,강남대학교 사회복지전문대학원,본교,경기,사립,경기도 용인시 기흥구 강남로 40,경기도 용인시 기흥구 구갈동 111,37.27412539,127.1320999,2001-07-26
대학원,강남대학교 실천신학대학원,본교,경기,사립,경기도 용인시 기흥구 강남로 40,경기도 용인시 기흥구 구갈동 111,37.27412539,127.1320999,1993-11-09
대학원,건국대학교(글로컬) 일반대학원,분교,충북,사립,충청북도 충주시 충원대로 268,충청북도 충주시 단월동 322,36.94878087,127.9124302,1959-02-26
대학원,건국대학교 일반대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1959-02-26
대학원,건국대학교 경영대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1983-10-29
대학원,건국대학교(글로컬) 교육대학원,분교,충북,사립,충청북도 충주시 충원대로 268,충청북도 충주시 단월동 322,36.94878087,127.9124302,1998-03-01
대학원,건국대학교 교육대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1979-03-10
대학원,건국대학교 농축대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1984-11-27
대학원,건국대학교 디자인대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1997-10-25
대학원,건국대학교(글로컬) 사회과학대학원,분교,충북,사립,충청북도 충주시 충원대로 268,충청북도 충주시 단월동 322,36.94878087,127.9124302,1987-11-09
대학원,건국대학교 산업대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1979-12-05
대학원,건국대학교 언론홍보대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1995-10-18
대학원,건국대학교 정보통신대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1997-10-25
대학원,건국대학교 행정대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1967-01-05
대학원,건국대학교 건축전문대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,1996-01-19
대학원,건국대학교 부동산대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,2000-07-28
대학원,건국대학교 경영전문대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,2010-03-01
대학원,건국대학교 법학전문대학원,본교,서울,사립,서울특별시 광진구 능동로 120,서울특별시 광진구 화양동 1,37.53918267,127.0747119,2009-02-11
대학원,건국대학교(글로컬) 의학전문대학원,분교,충북,사립,충청북도 충주시 충원대로 268,충청북도 충주시 단월동 322,36.94878087,127.9124302,2002-02-23
대학원,건양대학교 보건복지대학원,제2캠퍼스,대전,사립,대전광역시 서구 관저동로 158,대전광역시 서구 관저동 1643,36.30778182,127.3426468,1990-11-28
대학원,건양대학교 국방관리대학원,본교,충남,사립,충청남도 논산시 대학로 121,충청남도 논산시 내동 26,36.18215192,127.1096874,1990-11-28
대학원,건양대학교 경영사회복지대학원,본교,충남,사립,충청남도 논산시 대학로 121,충청남도 논산시 내동 26,36.18215192,127.1096874,1990-11-28
대학원,경기대학교 일반대학원,본교,경기,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,1979-11-27
대학원,경기대학교 건축대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,2006-09-27
대학원,경기대학교 교육대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,1987-11-09
대학원,경기대학교 문화예술대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,2008-03-01
대학원,경기대학교 사회복지대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,2002-10-30
대학원,경기대학교 산업정보대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,1991-11-15
대학원,경기대학교 조형대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,1995-03-01
대학원,경기대학교 행정대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,1984-11-27
대학원,경기대학교 건축전문대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,1998-05-29
대학원,경기대학교 관광전문대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,1997-03-01
대학원,경기대학교 서비스경영전문대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,1987-11-19
대학원,경기대학교 스포츠과학대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,2001-03-01
대학원,경기대학교 대체의학대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,2001-07-26
대학원,경기대학교 정치전문대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,2002-03-01
대학원,경기대학교 국제ㆍ문화대학원,본교,서울,사립,서울특별시 서대문구 경기대로9길 24,서울특별시 서대문구 충정로2가 67-9,37.56519469,126.9622242,1996-03-01
대학원,경기대학교 미술・디자인대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,2005-10-11
대학원,경기대학교 건설・산업대학원,본교,경기,사립,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산 94-6,37.29801369,127.0331167,2008-03-01
대학원,경남대학교 대학원,본교,경남,사립,경상남도 창원시 마산합포구 경남대학로 7,경상남도 창원시 마산합포구 월영동 449,35.18432093,128.5550964,1976-01-22
대학원,경남대학교 교육대학원,본교,경남,사립,경상남도 창원시 마산합포구 경남대학로 7,경상남도 창원시 마산합포구 월영동 449,35.18432093,128.5550964,1979-12-05
대학원,경남대학교 행정대학원,본교,경남,사립,경상남도 창원시 마산합포구 경남대학로 7,경상남도 창원시 마산합포구 월영동 449,35.18432093,128.5550964,1988-03-01
대학원,대구한의대학교 대학원,본교,경북,사립,경상북도 경산시 한의대로 1,경상북도 경산시 유곡동 290-1,35.79398805,128.7773243,1983-10-29
대학원,대구한의대학교 사회개발대학원,본교,경북,사립,경상북도 경산시 한의대로 1,경상북도 경산시 유곡동 290-1,35.79398805,128.7773243,2001-07-26
대학원,대구한의대학교 한방산업대학원,본교,경북,사립,경상북도 경산시 한의대로 1,경상북도 경산시 유곡동 290-1,35.79398805,128.7773243,2003-07-08
대학원,경성대학교 일반대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1983-10-29
대학원,경성대학교 경영대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1981-11-25
대학원,경성대학교 교육대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1987-11-09
대학원,경성대학교 사회복지대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1994-10-21
대학원,경성대학교 임상약학대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1997-10-25
대학원,경성대학교 디지털디자인전문대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,2000-07-18
대학원,경성대학교 멀티미디어대학원,본교,부산,사립,부산광역시 남구 수영로 309,부산광역시 남구 대연동 산 37-1,35.13843836,129.100099,1984-11-27
대학원,가천대학교 일반대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,가천대학교 경영대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,가천대학교 교육대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,가천대학교 보건대학원,본교,인천,사립,인천광역시 연수구 함박뫼로 191,인천광역시 연수구 연수동 534-2,37.42230155,126.687981,1939-05-09
대학원,가천대학교 사회정책대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,가천대학교 소프트웨어대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,가천대학교 간호대학원,본교,인천,사립,인천광역시 연수구 함박뫼로 191,인천광역시 연수구 연수동 534-2,37.42230155,126.687981,1939-05-09
대학원,가천대학교 특수치료대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,가천대학교 의학전문대학원,본교,인천,사립,인천광역시 연수구 함박뫼로 191,인천광역시 연수구 연수동 534-2,37.42230155,126.687981,1939-05-09
대학원,가천대학교 환경・디자인대학원,본교,경기,사립,경기도 성남시 수정구 성남대로 1342,경기도 성남시 수정구 복정동 620-2,37.45123487,127.1293943,1939-05-09
대학원,경일대학교 일반대학원,본교,경북,사립,경상북도 경산시 하양읍 가마실길 50,경상북도 경산시 하양읍 부호리 33,35.91106895,128.8020451,1999-11-02
대학원,경일대학교 산업경영대학원,본교,경북,사립,경상북도 경산시 하양읍 가마실길 50,경상북도 경산시 하양읍 부호리 33,35.91106895,128.8020451,1989-11-15
대학원,경일대학교 산업대학원,본교,경북,사립,경상북도 경산시 하양읍 가마실길 50,경상북도 경산시 하양읍 부호리 33,35.91106895,128.8020451,1989-11-15
대학원,경일대학교 보건복지대학원,본교,경북,사립,경상북도 경산시 하양읍 가마실길 50,경상북도 경산시 하양읍 부호리 33,35.91106895,128.8020451,2010-10-14
대학원,신경주대학교 일반대학원,본교,경북,사립,경상북도 경주시 태종로 188,경상북도 경주시 효현동 670,35.82926585,129.1632394,1995-10-18
대학원,신경주대학교 교육대학원,본교,경북,사립,경상북도 경주시 태종로 188,경상북도 경주시 효현동 670,35.82926585,129.1632394,1999-11-19
대학원,신경주대학교 산업경영대학원,본교,경북,사립,경상북도 경주시 태종로 188,경상북도 경주시 효현동 670,35.82926585,129.1632394,1996-11-02
대학원,경희대학교 대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1954-03-09
대학원,경희대학교 경영대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1966-03-14
대학원,경희대학교 관광대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1999-11-01
대학원,경희대학교 교육대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1972-01-28
대학원,경희대학교 국제대학원,본교,경기,사립,경기도 용인시 기흥구 덕영대로 1732,경기도 용인시 기흥구 서천동 1,37.23980015,127.0811988,1997-12-22
대학원,경희대학교 국제법무대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1996-03-04
대학원,경희대학교 언론정보대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1989-03-01
대학원,경희대학교 테크노경영대학원,본교,경기,사립,경기도 용인시 기흥구 덕영대로 1732,경기도 용인시 기흥구 서천동 1,37.23980015,127.0811988,1987-11-09
대학원,경희대학교 평화복지대학원,본교,경기,사립,경기도 남양주시 진접읍 광릉수목원로 195,경기도 남양주시 진접읍 부평리 258-5,37.74978015,127.1864598,1984-09-25
대학원,경희대학교 행정대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1980-11-24
대학원,경희대학교 체육대학원,본교,경기,사립,경기도 용인시 기흥구 덕영대로 1732,경기도 용인시 기흥구 서천동 1,37.23980015,127.0811988,2000-07-24
대학원,경희대학교 NGO대학원,본교,서울,사립,서울특별시 동대문구 경희대로 26,서울특별시 동대문구 회기동 1-5,37.59394914,127.054891,1999-11-01
대학원,경희대학교 동서의학대학원,본교,경기,사립,경기도 용인시 기흥구 덕영대로 1732,경기도 용인시 기흥구 서천동 1,37.23980015,127.0811988,1999-09-01
